decision_id,category,decision,advisors_present,num_advisors,votes_json,yes_votes,no_votes,abstain_votes,board_recommendation,final_choice,user_aligned_with_board,outcome,satisfaction_score,days_to_outcome
DEC-0442,Health,Should I prioritize sleep over my social life?,"Builder, CFO, Dad Voice",3,"{""Builder"": ""No"", ""CFO"": ""No"", ""Dad Voice"": ""Yes""}",1,2,0,No,Chose compromise,False,Mixed,3,74.0
DEC-0443,Finance,Should I take on a side hustle for extra income?,"Inner Critic, Adventurer, Therapist",3,"{""Inner Critic"": ""Abstain"", ""Adventurer"": ""Abstain"", ""Therapist"": ""No""}",0,1,2,No,Did not proceed (aligned with majority),True,Mixed,2,9.0
DEC-0444,Finance,Should I buy a house now or wait for prices to drop?,"80-Year-Old You, Dad Voice, Builder",3,"{""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Builder"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Successful,4,81.0
DEC-0445,Creative,Should I invest in professional equipment or keep bootstrapping?,"Adventurer, CFO, Builder",3,"{""Adventurer"": ""Yes"", ""CFO"": ""Yes"", ""Builder"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,4,77.0
DEC-0446,Relationships,Should I reconnect with my estranged sibling?,"Therapist, Future Self, Adventurer",3,"{""Therapist"": ""Yes"", ""Future Self"": ""Yes"", ""Adventurer"": ""No""}",2,1,0,Yes,Delayed decision,False,Mixed,2,63.0
DEC-0447,Personal Growth,Should I hire a life coach?,"Chaos Goblin, Builder, Future Self",3,"{""Chaos Goblin"": ""Abstain"", ""Builder"": ""Yes"", ""Future Self"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Mixed,3,37.0
DEC-0448,Finance,Should I buy the new car or keep driving my old one?,"CFO, Dad Voice, Spouse/Partner",3,"{""CFO"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Spouse/Partner"": ""No""}",1,1,1,Split,Proceeded anyway,False,Mixed,4,80.0
DEC-0449,Finance,Should I take the early retirement package?,"Dad Voice, Builder, Future Self, CFO, 80-Year-Old You",5,"{""Dad Voice"": ""Abstain"", ""Builder"": ""Yes"", ""Future Self"": ""Abstain"", ""CFO"": ""No"", ""80-Year-Old You"": ""Abstain""}",1,1,3,Split,Proceeded anyway,False,Unsuccessful,2,34.0
DEC-0450,Finance,Should I buy the new car or keep driving my old one?,"Dad Voice, Future Self, Builder, Spouse/Partner",4,"{""Dad Voice"": ""Abstain"", ""Future Self"": ""Yes"", ""Builder"": ""Yes"", ""Spouse/Partner"": ""Abstain""}",2,0,2,Yes,Chose alternative path,False,Mixed,3,53.0
DEC-0451,Health,Should I try the elimination diet my friend recommended?,"Adventurer, 80-Year-Old You, Inner Critic, Dad Voice, CFO",5,"{""Adventurer"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Inner Critic"": ""No"", ""Dad Voice"": ""Abstain"", ""CFO"": ""Yes""}",3,1,1,Yes,Proceeded (aligned with majority),True,Mixed,2,64.0
DEC-0452,Lifestyle,Should I commit to minimalism and declutter everything?,"80-Year-Old You, CFO, Dad Voice",3,"{""80-Year-Old You"": ""Yes"", ""CFO"": ""Yes"", ""Dad Voice"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0453,Lifestyle,Should I adopt a cat (my third)?,"Adventurer, Chaos Goblin, Therapist",3,"{""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Therapist"": ""Abstain""}",2,0,1,Yes,Chose alternative path,False,Mixed,3,29.0
DEC-0454,Creative,Should I share my creative work publicly?,"Therapist, CFO, Dad Voice, Inner Critic, Chaos Goblin",5,"{""Therapist"": ""Yes"", ""CFO"": ""No"", ""Dad Voice"": ""Yes"", ""Inner Critic"": ""No"", ""Chaos Goblin"": ""No""}",2,3,0,No,Did not proceed (aligned with majority),True,Mixed,4,20.0
DEC-0455,Relationships,Should I end a friendship that feels one-sided?,"Adventurer, 80-Year-Old You, Future Self, Chaos Goblin, Therapist",5,"{""Adventurer"": ""No"", ""80-Year-Old You"": ""Yes"", ""Future Self"": ""Abstain"", ""Chaos Goblin"": ""No"", ""Therapist"": ""No""}",1,3,1,No,Proceeded anyway,False,Mixed,3,67.0
DEC-0456,Personal Growth,Should I set a strict morning routine?,"80-Year-Old You, Inner Critic, Spouse/Partner",3,"{""80-Year-Old You"": ""Yes"", ""Inner Critic"": ""No"", ""Spouse/Partner"": ""No""}",1,2,0,No,Did not proceed (aligned with majority),True,Pending,4,
DEC-0457,Finance,Should I invest in crypto or stick with traditional assets?,"Adventurer, Dad Voice, Chaos Goblin, Inner Critic",4,"{""Adventurer"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""No""}",2,1,1,Yes,Chose alternative path,False,Mixed,4,69.0
DEC-0458,Lifestyle,Should I adopt a dog even though my schedule is busy?,"Chaos Goblin, Inner Critic, Builder, Future Self",4,"{""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""No"", ""Builder"": ""No"", ""Future Self"": ""Yes""}",2,2,0,Split,Proceeded anyway,False,Pending,3,
DEC-0459,Personal Growth,Should I read more books or take more courses?,"Chaos Goblin, Therapist, Inner Critic, Future Self",4,"{""Chaos Goblin"": ""No"", ""Therapist"": ""Abstain"", ""Inner Critic"": ""Abstain"", ""Future Self"": ""Yes""}",1,1,2,Split,Did not proceed (aligned with majority),True,Successful,5,24.0
DEC-0460,Creative,Should I apply to the residency program abroad?,"80-Year-Old You, Therapist, Spouse/Partner",3,"{""80-Year-Old You"": ""No"", ""Therapist"": ""Yes"", ""Spouse/Partner"": ""Yes""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,5,71.0
DEC-0461,Relationships,Should I set boundaries with my overbearing parent?,"Builder, Dad Voice, Future Self",3,"{""Builder"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Future Self"": ""No""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,4,7.0
DEC-0462,Lifestyle,Should I take the solo trip or wait for friends to be available?,"Builder, Therapist, 80-Year-Old You, Spouse/Partner",4,"{""Builder"": ""Abstain"", ""Therapist"": ""No"", ""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""Yes""}",2,1,1,Yes,Delayed decision,False,Unsuccessful,3,43.0
DEC-0463,Finance,Should I invest in index funds or individual stocks?,"Inner Critic, Dad Voice, Therapist, 80-Year-Old You, Chaos Goblin",5,"{""Inner Critic"": ""No"", ""Dad Voice"": ""Abstain"", ""Therapist"": ""Abstain"", ""80-Year-Old You"": ""No"", ""Chaos Goblin"": ""Abstain""}",0,2,3,No,Did not proceed (aligned with majority),True,Unsuccessful,2,59.0
DEC-0464,Relationships,Should I attend the wedding of someone who hurt me?,"80-Year-Old You, CFO, Builder",3,"{""80-Year-Old You"": ""No"", ""CFO"": ""Yes"", ""Builder"": ""Yes""}",2,1,0,Yes,Chose alternative path,False,Successful,4,44.0
DEC-0465,Career,Should I leave my stable job to travel for a year?,"Future Self, Inner Critic, Dad Voice, Chaos Goblin, Builder",5,"{""Future Self"": ""Yes"", ""Inner Critic"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Chaos Goblin"": ""Abstain"", ""Builder"": ""Abstain""}",2,0,3,Yes,Delayed decision,False,Mixed,3,80.0
DEC-0466,Personal Growth,Should I commit to journaling daily?,"Therapist, Chaos Goblin, Builder",3,"{""Therapist"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""Builder"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Successful,4,60.0
DEC-0467,Creative,Should I take the commercial project for money even if it's not my passion?,"Future Self, 80-Year-Old You, Chaos Goblin",3,"{""Future Self"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",1,0,2,Yes,Delayed decision,False,Mixed,4,20.0
DEC-0468,Creative,Should I enter the competition even though I might not win?,"Adventurer, Builder, Future Self, Inner Critic, 80-Year-Old You",5,"{""Adventurer"": ""Abstain"", ""Builder"": ""No"", ""Future Self"": ""Yes"", ""Inner Critic"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",2,1,2,Yes,Proceeded (aligned with majority),True,Successful,5,37.0
DEC-0469,Health,Should I go vegetarian for health reasons?,"80-Year-Old You, Builder, Future Self, Adventurer, Dad Voice",5,"{""80-Year-Old You"": ""Yes"", ""Builder"": ""Yes"", ""Future Self"": ""Abstain"", ""Adventurer"": ""Yes"", ""Dad Voice"": ""No""}",3,1,1,Yes,Proceeded (aligned with majority),True,Mixed,2,3.0
DEC-0470,Finance,Should I lend money to my friend who asked?,"80-Year-Old You, Adventurer, Spouse/Partner, Future Self",4,"{""80-Year-Old You"": ""Yes"", ""Adventurer"": ""Abstain"", ""Spouse/Partner"": ""No"", ""Future Self"": ""Yes""}",2,1,1,Yes,Chose alternative path,False,Mixed,4,79.0
DEC-0471,Lifestyle,Should I take the solo trip or wait for friends to be available?,"80-Year-Old You, Chaos Goblin, Spouse/Partner, Therapist, Inner Critic",5,"{""80-Year-Old You"": ""Yes"", ""Chaos Goblin"": ""Abstain"", ""Spouse/Partner"": ""Yes"", ""Therapist"": ""No"", ""Inner Critic"": ""No""}",2,2,1,Split,Chose compromise,False,Successful,3,43.0
DEC-0472,Health,Should I take a sabbatical for burnout recovery?,"Builder, Therapist, Dad Voice, CFO, 80-Year-Old You",5,"{""Builder"": ""Yes"", ""Therapist"": ""No"", ""Dad Voice"": ""Abstain"", ""CFO"": ""Yes"", ""80-Year-Old You"": ""Yes""}",3,1,1,Yes,Chose alternative path,False,Successful,4,83.0
DEC-0473,Finance,Should I take the early retirement package?,"Dad Voice, Builder, Therapist",3,"{""Dad Voice"": ""Abstain"", ""Builder"": ""Abstain"", ""Therapist"": ""Abstain""}",0,0,3,Split,Did not proceed (aligned with majority),True,Mixed,3,15.0
DEC-0474,Personal Growth,Should I say yes to the scary opportunity?,"Builder, CFO, Dad Voice, Spouse/Partner",4,"{""Builder"": ""Yes"", ""CFO"": ""Abstain"", ""Dad Voice"": ""No"", ""Spouse/Partner"": ""Abstain""}",1,1,2,Split,Proceeded anyway,False,Successful,4,27.0
DEC-0475,Creative,Should I take the commercial project for money even if it's not my passion?,"Inner Critic, Dad Voice, Adventurer, Future Self, Chaos Goblin",5,"{""Inner Critic"": ""Abstain"", ""Dad Voice"": ""Yes"", ""Adventurer"": ""Yes"", ""Future Self"": ""Yes"", ""Chaos Goblin"": ""Yes""}",4,0,1,Yes,Chose alternative path,False,Successful,4,79.0
DEC-0476,Personal Growth,Should I join the mastermind group?,"Builder, Spouse/Partner, CFO, Therapist",4,"{""Builder"": ""Abstain"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""Abstain"", ""Therapist"": ""Yes""}",2,0,2,Yes,Proceeded (aligned with majority),True,Successful,3,13.0
DEC-0477,Health,Should I take a mental health day even though work is busy?,"Adventurer, CFO, 80-Year-Old You",3,"{""Adventurer"": ""No"", ""CFO"": ""Yes"", ""80-Year-Old You"": ""Yes""}",2,1,0,Yes,Chose alternative path,False,Mixed,2,18.0
DEC-0478,Relationships,Should I have the difficult conversation about our future?,"Spouse/Partner, CFO, Adventurer",3,"{""Spouse/Partner"": ""Abstain"", ""CFO"": ""Abstain"", ""Adventurer"": ""Yes""}",1,0,2,Yes,Delayed decision,False,Successful,4,14.0
DEC-0479,Finance,Should I rent or buy in this market?,"Spouse/Partner, Therapist, Inner Critic, Adventurer, Dad Voice",5,"{""Spouse/Partner"": ""Abstain"", ""Therapist"": ""No"", ""Inner Critic"": ""No"", ""Adventurer"": ""Yes"", ""Dad Voice"": ""Abstain""}",1,2,2,No,Did not proceed (aligned with majority),True,Mixed,3,39.0
DEC-0480,Finance,Should I invest in crypto or stick with traditional assets?,"CFO, Adventurer, Future Self, Spouse/Partner, Therapist",5,"{""CFO"": ""No"", ""Adventurer"": ""Yes"", ""Future Self"": ""Yes"", ""Spouse/Partner"": ""No"", ""Therapist"": ""Yes""}",3,2,0,Yes,Chose alternative path,False,Pending,3,
DEC-0481,Personal Growth,Should I go to the networking event even though I hate them?,"Adventurer, Therapist, Dad Voice, Future Self",4,"{""Adventurer"": ""Yes"", ""Therapist"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Future Self"": ""No""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,4,17.0
DEC-0482,Health,Should I take the medication my doctor prescribed?,"Dad Voice, Spouse/Partner, 80-Year-Old You, Adventurer",4,"{""Dad Voice"": ""No"", ""Spouse/Partner"": ""Yes"", ""80-Year-Old You"": ""Abstain"", ""Adventurer"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,2,89.0
DEC-0483,Relationships,Should I set boundaries with my overbearing parent?,"80-Year-Old You, Adventurer, Chaos Goblin",3,"{""80-Year-Old You"": ""Yes"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Yes""}",3,0,0,Yes,Proceeded (aligned with majority),True,Successful,5,16.0
DEC-0484,Lifestyle,Should I take the sabbatical and travel?,"Adventurer, Therapist, Future Self",3,"{""Adventurer"": ""Yes"", ""Therapist"": ""No"", ""Future Self"": ""Abstain""}",1,1,1,Split,Proceeded anyway,False,Unsuccessful,2,38.0
DEC-0485,Creative,Should I enter the competition even though I might not win?,"Spouse/Partner, Chaos Goblin, Therapist, Future Self, 80-Year-Old You",5,"{""Spouse/Partner"": ""No"", ""Chaos Goblin"": ""Yes"", ""Therapist"": ""No"", ""Future Self"": ""Yes"", ""80-Year-Old You"": ""No""}",2,3,0,No,Proceeded anyway,False,Successful,4,83.0
DEC-0486,Finance,Should I invest in index funds or individual stocks?,"CFO, Adventurer, 80-Year-Old You",3,"{""CFO"": ""No"", ""Adventurer"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,5,15.0
DEC-0487,Creative,Should I share my creative work publicly?,"Inner Critic, 80-Year-Old You, Dad Voice, Adventurer, Builder",5,"{""Inner Critic"": ""No"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Yes"", ""Adventurer"": ""Yes"", ""Builder"": ""Abstain""}",3,1,1,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0488,Health,Should I take a sabbatical for burnout recovery?,"Chaos Goblin, 80-Year-Old You, Therapist",3,"{""Chaos Goblin"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Therapist"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Mixed,4,24.0
DEC-0489,Health,Should I prioritize sleep over my social life?,"Spouse/Partner, Chaos Goblin, 80-Year-Old You",3,"{""Spouse/Partner"": ""Abstain"", ""Chaos Goblin"": ""No"", ""80-Year-Old You"": ""Yes""}",1,1,1,Split,Did not proceed (aligned with majority),True,Mixed,3,74.0
DEC-0490,Creative,Should I take the unconventional career path?,"CFO, Chaos Goblin, Spouse/Partner, Future Self, 80-Year-Old You",5,"{""CFO"": ""Abstain"", ""Chaos Goblin"": ""No"", ""Spouse/Partner"": ""Yes"", ""Future Self"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",2,1,2,Yes,Proceeded (aligned with majority),True,Successful,5,47.0
DEC-0491,Creative,Should I enter the competition even though I might not win?,"Therapist, Chaos Goblin, Adventurer",3,"{""Therapist"": ""No"", ""Chaos Goblin"": ""Abstain"", ""Adventurer"": ""Yes""}",1,1,1,Split,Proceeded anyway,False,Successful,4,42.0
DEC-0492,Personal Growth,Should I learn a new language or a new instrument?,"Adventurer, Spouse/Partner, Dad Voice, Builder, 80-Year-Old You",5,"{""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Dad Voice"": ""No"", ""Builder"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",3,1,1,Yes,Delayed decision,False,Successful,5,78.0
DEC-0493,Career,Should I start freelancing on the side?,"Dad Voice, Chaos Goblin, Therapist, Spouse/Partner",4,"{""Dad Voice"": ""Yes"", ""Chaos Goblin"": ""No"", ""Therapist"": ""Abstain"", ""Spouse/Partner"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,2,24.0
DEC-0494,Personal Growth,Should I start a podcast about my niche interest?,"Chaos Goblin, Future Self, 80-Year-Old You, Therapist",4,"{""Chaos Goblin"": ""Abstain"", ""Future Self"": ""No"", ""80-Year-Old You"": ""Abstain"", ""Therapist"": ""No""}",0,2,2,No,Proceeded anyway,False,Successful,5,54.0
DEC-0495,Creative,Should I collaborate with someone whose style differs from mine?,"Adventurer, Dad Voice, Therapist, Builder, CFO",5,"{""Adventurer"": ""Yes"", ""Dad Voice"": ""No"", ""Therapist"": ""No"", ""Builder"": ""Yes"", ""CFO"": ""Yes""}",3,2,0,Yes,Chose alternative path,False,Mixed,3,87.0
DEC-0496,Personal Growth,Should I take the public speaking course?,"Chaos Goblin, Dad Voice, Spouse/Partner",3,"{""Chaos Goblin"": ""No"", ""Dad Voice"": ""No"", ""Spouse/Partner"": ""Abstain""}",0,2,1,No,Proceeded anyway,False,Successful,5,26.0
DEC-0497,Personal Growth,Should I hire a life coach?,"80-Year-Old You, Spouse/Partner, Chaos Goblin",3,"{""80-Year-Old You"": ""Abstain"", ""Spouse/Partner"": ""No"", ""Chaos Goblin"": ""Yes""}",1,1,1,Split,Proceeded anyway,False,Mixed,2,90.0
DEC-0498,Creative,Should I apply to the residency program abroad?,"Chaos Goblin, Therapist, Adventurer, Inner Critic",4,"{""Chaos Goblin"": ""Yes"", ""Therapist"": ""No"", ""Adventurer"": ""No"", ""Inner Critic"": ""No""}",1,3,0,No,Proceeded anyway,False,Mixed,3,17.0
DEC-0499,Finance,Should I take on a side hustle for extra income?,"Future Self, Spouse/Partner, 80-Year-Old You",3,"{""Future Self"": ""Yes"", ""Spouse/Partner"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",2,0,1,Yes,Delayed decision,False,Successful,4,6.0
DEC-0500,Relationships,Should I tell my partner about my past?,"Inner Critic, Builder, CFO, Therapist",4,"{""Inner Critic"": ""No"", ""Builder"": ""Yes"", ""CFO"": ""Abstain"", ""Therapist"": ""Yes""}",2,1,1,Yes,Chose alternative path,False,Pending,4,
